station,outer_fold,n_train,n_test,accuracy,balanced_accuracy,sensitivity_label_1,specificity_label_0,precision_label_1,f1_label_1,tn,fp,fn,tp,inner_best_accuracy,best_C,best_gamma,best_kernel,runtime_seconds
KLU,1,3825,426,0.903755868544601,0.903755868544601,0.92018779342723,0.8873239436619719,0.8909090909090909,0.9053117782909931,189,24,17,196,0.9131935805776934,100,scale,rbf,91.02821821799995
KLU,2,3826,425,0.9364705882352942,0.9364536274249269,0.9292452830188679,0.9436619718309859,0.9425837320574163,0.9358669833729216,201,12,15,197,0.9129775949038315,1000,0.01,rbf,91.18307894499998
KLU,3,3826,425,0.9129411764705883,0.9129573035698467,0.9198113207547169,0.9061032863849765,0.9069767441860465,0.9133489461358314,193,20,17,195,0.9189725643514277,1000,0.01,rbf,69.70357463599998
KLU,4,3826,425,0.908235294117647,0.908218176986447,0.9009433962264151,0.9154929577464789,0.9138755980861244,0.9073634204275535,195,18,21,191,0.9132168195426024,1000,0.01,rbf,64.45369308099998
KLU,5,3826,425,0.92,0.9200217025422979,0.9292452830188679,0.9107981220657277,0.9120370370370371,0.9205607476635514,194,19,15,197,0.9124342132243382,1000,0.01,rbf,51.593785819000004
KLU,6,3826,425,0.92,0.9199884843653114,0.9150943396226415,0.9248826291079812,0.9238095238095239,0.919431279620853,197,16,18,194,0.9142625729635148,1000,0.01,rbf,40.01985976699996
KLU,7,3826,425,0.92,0.92003277526796,0.9339622641509434,0.9061032863849765,0.908256880733945,0.9209302325581395,193,20,14,198,0.9126905253373068,1000,0.01,rbf,35.09665473300004
KLU,8,3826,425,0.9058823529411765,0.905837540969085,0.8867924528301887,0.9248826291079812,0.9215686274509803,0.9038461538461539,197,16,24,188,0.9140144628381611,1000,0.01,rbf,32.45026918099995
KLU,9,3826,425,0.908235294117647,0.9082735406147577,0.9245283018867925,0.892018779342723,0.8949771689497716,0.9095127610208816,190,23,16,196,0.9161066531789537,1000,0.01,rbf,32.71052758899998
KLU,10,3826,425,0.9152941176470588,0.9153379395872088,0.9339622641509434,0.8967136150234741,0.9,0.9166666666666666,191,22,14,198,0.9134806501442183,1000,0.01,rbf,30.748713072999976
