station,outer_fold,C,gamma,kernel,mean_inner_accuracy,std_inner_accuracy,rank_inner_accuracy,mean_fit_time_seconds
M23K,8,100,scale,rbf,0.9278195488721804,0.020508543905241882,4,0.10200843811035157
M23K,8,100,0.01,rbf,0.9278195488721804,0.02543087898539514,4,0.07561745643615722
M23K,8,100,0.001,rbf,0.9172932330827066,0.029886626938874863,8,0.09468605518341064
M23K,8,1000,scale,rbf,0.9315789473684211,0.016283013404291512,2,0.27550649642944336
M23K,8,1000,0.01,rbf,0.9315789473684208,0.021119657000282926,3,0.16122958660125733
M23K,8,1000,0.001,rbf,0.925563909774436,0.03108274677984117,6,0.07699494361877442
M23K,9,10,scale,rbf,0.9293233082706767,0.020231013604622105,2,0.07939715385437011
M23K,9,10,0.01,rbf,0.918045112781955,0.020850262592273756,5,0.08679070472717285
M23K,9,10,0.001,rbf,0.8909774436090224,0.01355470404309769,9,0.0925433874130249
M23K,9,100,scale,rbf,0.9270676691729323,0.02449097364646965,4,0.1108696460723877
M23K,9,100,0.01,rbf,0.9278195488721803,0.01908056772999927,3,0.08552849292755127
M23K,9,100,0.001,rbf,0.912781954887218,0.018478504853300007,8,0.0769397497177124
M23K,9,1000,scale,rbf,0.9142857142857143,0.03415884719278361,7,0.2992421627044678
M23K,9,1000,0.01,rbf,0.930827067669173,0.016404078367873255,1,0.1777041435241699
M23K,9,1000,0.001,rbf,0.9172932330827068,0.02153055798988926,6,0.08292391300201415
M23K,10,10,scale,rbf,0.9315789473684208,0.018857046923284902,2,0.06374411582946778
M23K,10,10,0.01,rbf,0.9187969924812028,0.01866116337742986,6,0.07801938056945801
M23K,10,10,0.001,rbf,0.8857142857142856,0.01925751650355745,9,0.08237473964691162
M23K,10,100,scale,rbf,0.9300751879699247,0.011672311801699267,3,0.10004212856292724
M23K,10,100,0.01,rbf,0.9263157894736841,0.02275600894800235,4,0.08946287631988525
M23K,10,100,0.001,rbf,0.9120300751879699,0.02046715426889653,8,0.07553744316101074
M23K,10,1000,scale,rbf,0.9157894736842105,0.020118929564300222,7,0.3211033582687378
M23K,10,1000,0.01,rbf,0.9315789473684211,0.019154495041890214,1,0.1643784761428833
M23K,10,1000,0.001,rbf,0.9195488721804512,0.019330767116063834,5,0.0853959083557129
