station,outer_fold,C,gamma,kernel,mean_inner_accuracy,std_inner_accuracy,rank_inner_accuracy,mean_fit_time_seconds
GLI,2,10,0.01,rbf,0.9502371829958036,0.0154654863774499,5,0.3798522233963012
GLI,2,10,0.001,rbf,0.930385387281939,0.0137545623542823,9,0.6476640701293945
GLI,2,100,scale,rbf,0.9518244845831052,0.0138968142437376,4,0.5222548007965088
GLI,2,100,0.01,rbf,0.9518265897576242,0.01337421493731,3,0.3508657455444336
GLI,2,100,0.001,rbf,0.9415014104669276,0.0165477817641232,8,0.4077085971832275
GLI,2,1000,scale,rbf,0.9470569660224832,0.0137233530297376,7,1.6243367433547973
GLI,2,1000,0.01,rbf,0.9542096473130957,0.0098263835970834,1,0.6077171325683594
GLI,2,1000,0.001,rbf,0.949973334456093,0.0147042084066891,6,0.3868812084197998
GLI,3,10,scale,rbf,0.9563260494294976,0.0108616962977692,2,0.3371425628662109
GLI,3,10,0.01,rbf,0.9515592325937152,0.0101304180015032,6,0.3285058259963989
GLI,3,10,0.001,rbf,0.93303439855164,0.0145409768035317,9,0.6207316398620606
GLI,3,100,scale,rbf,0.9557934402761988,0.0118556697416656,3,0.4685006618499756
GLI,3,100,0.01,rbf,0.9523563920115644,0.0101788530866278,5,0.3096940040588379
GLI,3,100,0.001,rbf,0.9433553674932986,0.0104015027184642,8,0.3919094085693359
GLI,3,1000,scale,rbf,0.952357093736404,0.0103138261287252,4,1.6819554567337036
GLI,3,1000,0.01,rbf,0.957383548762859,0.0111323874068694,1,0.7287569522857666
GLI,3,1000,0.001,rbf,0.9491768767630836,0.0101809461003814,7,0.5311787843704223
GLI,4,10,scale,rbf,0.9544748993024854,0.0095896886796469,3,0.3608084440231323
GLI,4,10,0.01,rbf,0.9512960857788444,0.0080489180144304,6,0.3664467334747314
GLI,4,10,0.001,rbf,0.9295987537366848,0.0155465171134949,9,0.6323333740234375
GLI,4,100,scale,rbf,0.9512981909533634,0.0093995045864499,5,0.4350496530532837
GLI,4,100,0.01,rbf,0.9550004912073876,0.0068129879246446,2,0.3470454454421997
GLI,4,100,0.001,rbf,0.9428290738635564,0.00885779223827,8,0.4893006801605224
GLI,4,1000,scale,rbf,0.9457377233239302,0.0116710448566309,7,1.6477783203125
GLI,4,1000,0.01,rbf,0.9555295917364884,0.0068966708549664,1,0.8936638355255127
GLI,4,1000,0.001,rbf,0.9520904382973348,0.0088932289640497,4,0.5157725572586059
GLI,5,10,scale,rbf,0.9555288900116484,0.0148456812214026,2,0.3535632133483887
GLI,5,10,0.01,rbf,0.949973334456093,0.0141835659799917,5,0.3811785459518432
GLI,5,10,0.001,rbf,0.9272093806576568,0.013254993580134,9,0.6327248811721802
GLI,5,100,scale,rbf,0.9523556902867248,0.0116036618587487,4,0.4445550441741943
